Object,Date,Distance,Width,SigmaImpact,SigmaLOV,StretchLOV,ImpactProbability,ImpactEnergy,PalermoScale,TorinoScale
1994WR12,2081-11-24.28,1.00,5.56e-03,0.000,0.93475,8.08e+05,4.9e-08,7.29e+01,-6.12,0
1994WR12,2081-11-24.32,0.52,3.87e-03,0.000,2.24615,4.05e+04,1.5e-06,7.40e+01,-4.65,0
1994WR12,2081-11-24.35,0.60,1.57e-02,0.000,1.23201,1.21e+06,2.5e-07,7.30e+01,-5.42,0
1994WR12,2082-11-24.33,0.21,6.29e-02,0.000,-1.89086,7.45e+06,2.0e-08,7.03e+01,-6.54,0
1994WR12,2082-11-24.45,0.67,3.14e-02,0.000,1.17578,3.79e+06,7.9e-08,7.34e+01,-5.92,0
1994WR12,2082-11-24.46,0.45,&lt;1.e-04,0.000,-1.30878,1.95e+06,1.6e-07,7.08e+01,-5.62,0
1994WR12,2082-11-24.47,0.46,&lt;1.e-04,0.000,-1.30156,3.60e+06,8.9e-08,7.08e+01,-5.88,0
1994WR12,2082-11-24.50,0.48,3.67e-03,0.000,-1.42632,1.84e+05,1.5e-06,7.07e+01,-4.66,0
1994WR12,2083-11-24.70,0.19,&lt;1.e-04,0.000,0.93470,4.70e+07,1.1e-08,7.29e+01,-6.79,0
1994WR12,2083-11-24.73,0.78,9.62e-03,0.000,1.42128,6.54e+05,2.8e-07,7.32e+01,-5.37,0
1994WR12,2083-11-24.74,0.08,&lt;1.e-04,0.000,-0.49774,8.73e+06,8.2e-08,7.13e+01,-5.92,0
1994WR12,2083-11-24.76,0.51,&lt;1.e-04,0.000,-1.25518,9.60e+06,3.4e-08,7.07e+01,-6.30,0
1994WR12,2083-11-24.77,0.65,4.44e-02,0.000,-1.25875,4.69e+06,6.1e-08,7.07e+01,-6.05,0
1994WR12,2083-11-24.95,0.27,3.75e-03,0.000,3.31890,1.96e+04,1.9e-07,7.51e+01,-5.54,0
1994WR12,2084-11-23.99,0.92,1.57e-02,0.000,-1.42585,1.78e+06,7.0e-08,7.06e+01,-6.00,0
1994WR12,2084-11-24.05,0.08,3.93e-03,0.000,1.80254,4.84e+05,3.4e-07,7.38e+01,-5.30,0
1994WR12,2084-11-24.10,0.24,5.56e-03,0.000,1.16179,4.92e+05,8.1e-07,7.30e+01,-4.93,0
1994WR12,2084-11-24.12,0.89,3.66e-03,0.000,1.72847,1.32e+04,6.5e-06,7.35e+01,-4.02,0
1994WR12,2084-11-24.13,0.04,7.86e-03,0.000,0.89894,8.45e+05,6.3e-07,7.29e+01,-5.03,0
1994WR12,2084-11-24.13,0.35,7.86e-03,0.000,0.90016,9.39e+05,5.3e-07,7.29e+01,-5.11,0
1994WR12,2085-11-24.31,0.06,2.72e-02,0.000,0.75145,2.29e+06,2.6e-07,7.28e+01,-5.42,0
1994WR12,2085-11-24.40,0.16,&lt;1.e-04,0.000,3.31616,5.17e+05,7.5e-09,7.52e+01,-6.95,0
1994WR12,2086-11-24.37,0.46,&lt;1.e-04,0.000,-1.89377,1.88e+06,7.0e-08,7.02e+01,-6.01,0
1994WR12,2086-11-24.49,0.98,&lt;1.e-04,0.000,-1.30984,6.97e+05,8.9e-08,7.05e+01,-5.91,0
1994WR12,2086-11-24.50,0.31,2.78e-03,0.000,-3.92628,3.71e+05,1.4e-09,6.81e+01,-7.73,0
1994WR12,2086-11-24.57,0.29,3.40e-03,0.000,-3.69232,1.41e+05,8.6e-09,6.82e+01,-6.94,0
1994WR12,2086-11-24.60,0.74,3.93e-03,0.000,1.78051,4.58e+05,2.5e-07,7.35e+01,-5.45,0
1994WR12,2086-11-24.61,0.51,3.93e-03,0.000,1.77383,3.56e+05,4.2e-07,7.35e+01,-5.22,0
1994WR12,2087-11-24.77,0.59,&lt;1.e-04,0.000,-1.48595,1.82e+06,1.3e-07,7.06e+01,-5.76,0
1994WR12,2087-11-24.89,0.80,&lt;1.e-04,0.000,-0.93573,3.89e+06,8.2e-08,7.11e+01,-5.95,0
1994WR12,2087-11-24.90,0.39,3.93e-03,0.000,3.26368,1.37e+05,3.1e-08,7.52e+01,-6.35,0
1994WR12,2088-11-23.89,0.19,4.01e-03,0.000,1.63247,1.21e+04,1.8e-05,7.37e+01,-3.61,0
1994WR12,2088-11-23.90,0.68,&lt;1.e-04,0.000,-1.89504,4.62e+05,2.4e-07,7.03e+01,-5.50,0
1994WR12,2089-11-24.43,0.99,3.93e-03,0.000,0.94272,4.55e+05,1.3e-07,7.28e+01,-5.77,0
1994WR12,2090-11-24.48,0.46,3.75e-03,0.000,-1.53672,1.76e+04,1.3e-05,7.06e+01,-3.76,0
1994WR12,2090-11-24.48,0.76,&lt;1.e-04,0.000,-1.31701,7.50e+05,3.1e-07,7.10e+01,-5.39,0
1994WR12,2090-11-24.53,0.49,1.11e-02,0.000,0.71981,1.38e+06,3.9e-07,7.28e+01,-5.28,0
1994WR12,2090-11-24.54,0.78,1.11e-02,0.000,0.74454,9.89e+05,3.8e-07,7.28e+01,-5.29,0
1994WR12,2090-11-24.56,0.55,3.80e-03,0.000,-1.33745,9.18e+04,3.2e-06,7.06e+01,-4.38,0
1994WR12,2091-11-24.76,0.16,&lt;1.e-04,0.000,0.69980,7.70e+05,8.0e-07,7.27e+01,-4.97,0
1994WR12,2092-11-23.82,0.85,1.11e-02,0.000,-2.00830,1.25e+06,5.0e-08,7.01e+01,-6.20,0
1994WR12,2092-11-24.05,0.71,3.66e-03,0.000,-0.74841,3.89e+04,1.1e-05,7.12e+01,-3.84,0
1994WR12,2095-11-24.74,0.31,&lt;1.e-04,0.000,1.83899,2.60e+06,5.6e-08,7.38e+01,-6.14,0
1994WR12,2095-11-24.78,0.82,2.22e-02,0.000,0.75798,2.26e+06,1.5e-07,7.28e+01,-5.72,0
1994WR12,2095-11-24.83,0.90,3.40e-03,0.000,-0.94578,1.04e+05,2.2e-06,7.12e+01,-4.57,0
1994WR12,2097-11-24.32,0.70,&lt;1.e-04,0.000,-0.94630,2.83e+06,1.3e-07,7.11e+01,-5.79,0
1994WR12,2099-11-24.75,0.82,5.56e-03,0.000,-0.87740,7.51e+05,4.3e-07,7.12e+01,-5.29,0
1994WR12,2099-11-24.75,0.47,3.99e-03,0.000,-3.62685,5.95e+04,2.3e-08,6.85e+01,-6.57,0
1994WR12,2099-11-24.75,0.40,2.50e-03,0.000,-3.63114,6.51e+04,2.2e-08,6.85e+01,-6.60,0
1994WR12,2100-11-25.07,0.43,3.03e-03,0.000,-3.88331,5.05e+04,1.1e-08,6.83e+01,-6.89,0
1994WR12,2100-11-25.16,0.69,3.05e-03,0.000,-3.71557,3.95e+04,2.1e-08,6.83e+01,-6.62,0
1994WR12,2101-11-25.24,0.50,1.74e-03,0.000,-2.33572,3.80e+04,1.4e-06,6.98e+01,-4.80,0
1994WR12,2101-11-25.26,0.22,3.93e-03,0.000,-2.47216,4.15e+05,1.1e-07,6.97e+01,-5.92,0
1994WR12,2102-11-25.51,0.83,&lt;1.e-04,0.000,-1.99163,3.77e+05,1.8e-07,7.02e+01,-5.68,0
1994WR12,2102-11-25.53,0.44,&lt;1.e-04,0.000,-2.07377,5.76e+05,1.7e-07,7.00e+01,-5.73,0
1994WR12,2105-11-24.93,0.43,&lt;1.e-04,0.000,-2.26633,3.20e+06,2.0e-08,6.99e+01,-6.66,0
1994WR12,2107-11-25.37,0.49,9.62e-03,0.000,-2.27113,6.57e+05,9.3e-08,7.00e+01,-6.00,0
1994WR12,2107-11-25.40,0.42,4.81e-03,0.000,-2.28206,2.71e+05,2.3e-07,7.00e+01,-5.61,0
1994WR12,2107-11-25.44,0.04,&lt;1.e-04,0.000,-2.48069,1.12e+06,3.9e-08,6.98e+01,-6.38,0
1994WR12,2109-11-25.06,0.12,4.50e-03,0.000,-2.29295,1.08e+05,6.2e-07,7.00e+01,-5.19,0
1994WR12,2109-11-25.10,0.24,9.62e-03,0.000,-2.47834,5.60e+05,7.7e-08,6.98e+01,-6.10,0
1994WR12,2110-11-25.23,0.53,&lt;1.e-04,0.000,-2.10467,8.43e+05,1.0e-07,7.01e+01,-5.99,0
1994WR12,2110-11-25.32,0.29,3.93e-03,0.000,-2.57376,2.77e+05,1.2e-07,6.96e+01,-5.90,0
1994WR12,2110-11-25.43,0.24,3.40e-03,0.000,-2.11977,2.13e+05,4.4e-07,7.00e+01,-5.34,0
1994WR12,2110-11-25.49,0.90,2.78e-03,0.000,-2.54526,3.26e+05,5.1e-08,6.95e+01,-6.28,0
1994WR12,2110-11-25.52,0.90,3.11e-03,0.000,-2.53848,1.86e+05,9.2e-08,6.95e+01,-6.03,0
1994WR12,2112-11-24.82,0.88,3.49e-03,0.000,-2.13803,4.78e+04,9.2e-07,7.01e+01,-5.03,0
1994WR12,2113-11-25.17,0.86,&lt;1.e-04,0.000,-0.77107,6.02e+06,5.2e-08,7.13e+01,-6.28,0
2007FT3,2019-10-03.86,47.39,3.08e+01,1.507,-0.54617,3.48e+04,1.2e-07,2.65e+03,-3.37,0
2007FT3,2024-10-02.77,71.19,3.12e+01,2.249,-0.87088,5.11e+04,1.6e-08,2.70e+03,-4.54,0
2007FT3,2025-10-03.56,115.61,3.11e+01,3.689,-0.35278,4.99e+04,3.0e-10,2.62e+03,-6.32,0
2007FT3,2030-10-03.54,17.38,3.15e+01,0.521,-0.63558,6.07e+04,1.8e-07,2.66e+03,-3.68,0
2007FT3,2030-10-03.61,45.81,3.11e+01,1.443,-0.55051,1.02e+06,4.6e-09,2.65e+03,-5.29,0
2007FT3,2035-10-03.54,69.46,3.15e+01,2.174,-0.86733,8.17e+05,1.2e-09,2.70e+03,-5.99,0
2007FT3,2035-10-03.61,46.84,3.17e+01,1.445,-0.83116,9.31e+04,4.0e-08,2.70e+03,-4.46,0
2007FT3,2040-10-02.75,88.48,3.17e+01,2.759,-0.94961,9.52e+04,2.2e-09,2.72e+03,-5.82,0
2007FT3,2040-10-02.81,64.94,3.13e+01,2.042,-0.87441,1.17e+06,1.1e-09,2.70e+03,-6.12,0
2007FT3,2041-10-03.28,9.09,3.18e+01,0.255,-0.66542,6.81e+04,1.8e-07,2.67e+03,-3.92,0
2007FT3,2041-10-03.30,16.06,3.15e+01,0.478,-0.64176,3.20e+05,3.5e-08,2.66e+03,-4.62,0
2007FT3,2042-10-03.67,57.27,3.11e+01,1.810,-0.54250,2.33e+06,1.1e-09,2.65e+03,-6.15,0
2007FT3,2042-10-03.79,99.08,3.15e+01,3.114,-0.40163,7.45e+04,1.4e-09,2.62e+03,-6.05,0
2007FT3,2046-10-03.39,42.75,3.18e+01,1.313,-0.82661,3.35e+05,1.4e-08,2.70e+03,-5.11,0
2007FT3,2046-10-03.41,36.30,3.19e+01,1.107,-0.81250,9.55e+04,6.2e-08,2.70e+03,-4.45,0
2007FT3,2047-10-03.85,27.57,3.08e+01,0.864,-0.63263,2.87e+06,3.1e-09,2.66e+03,-5.77,0
2007FT3,2048-10-03.18,53.50,3.06e+01,1.716,-0.54516,6.07e+06,5.0e-10,2.65e+03,-6.57,0
2007FT3,2048-10-03.18,53.46,3.11e+01,1.688,-0.54426,3.17e+06,1.0e-09,2.65e+03,-6.28,0
2007FT3,2051-10-03.67,35.55,3.20e+01,1.081,-0.83250,5.00e+06,1.2e-09,2.70e+03,-6.23,0
2007FT3,2056-10-02.77,92.20,3.25e+01,2.806,-0.96612,8.42e+04,2.1e-09,2.72e+03,-6.04,0
2007FT3,2056-10-02.80,82.17,3.15e+01,2.580,-0.95405,4.24e+05,7.8e-10,2.72e+03,-6.46,0
2007FT3,2058-10-03.60,23.21,3.12e+01,0.712,-0.66333,5.34e+06,1.8e-09,2.67e+03,-6.12,0
2007FT3,2058-10-03.61,26.74,3.06e+01,0.841,-0.62825,5.53e+05,1.7e-08,2.66e+03,-5.16,0
2007FT3,2058-10-03.66,42.81,3.23e+01,1.295,-0.60489,1.18e+05,4.6e-08,2.66e+03,-4.73,0
2007FT3,2058-10-03.69,56.06,3.13e+01,1.759,-0.55960,2.75e+05,1.0e-08,2.65e+03,-5.38,0
2007FT3,2059-10-03.97,61.94,3.14e+01,1.939,-0.54040,1.53e+06,1.3e-09,2.65e+03,-6.29,0
2007FT3,2062-10-03.44,34.66,3.08e+01,1.094,-0.83500,1.75e+06,3.5e-09,2.70e+03,-5.88,0
2007FT3,2067-10-03.65,57.07,3.10e+01,1.806,-0.88192,3.64e+05,5.5e-09,2.70e+03,-5.72,0
2007FT3,2068-10-03.23,60.50,3.67e+01,1.622,-0.54770,1.29e+07,2.3e-10,2.65e+03,-7.11,0
2007FT3,2069-10-03.35,18.03,3.13e+01,0.544,-0.66160,2.22e+06,4.9e-09,2.67e+03,-5.79,0
2007FT3,2069-10-03.38,28.79,3.07e+01,0.904,-0.62788,1.05e+07,8.2e-10,2.66e+03,-6.57,0
2007FT3,2069-10-03.43,43.68,3.25e+01,1.312,-0.60660,2.19e+06,2.4e-09,2.66e+03,-6.11,0
2007FT3,2069-10-03.47,58.78,3.14e+01,1.842,-0.55879,4.00e+06,5.9e-10,2.65e+03,-6.71,0
2007FT3,2069-10-03.48,63.56,3.05e+01,2.052,-0.55450,1.58e+06,1.0e-09,2.65e+03,-6.47,0
2007FT3,2072-10-02.97,35.03,3.27e+01,1.040,-0.83149,4.36e+07,1.4e-10,2.70e+03,-7.35,0
2007FT3,2073-10-03.23,25.39,3.11e+01,0.785,-0.81531,3.28e+06,2.5e-09,2.70e+03,-6.10,0
2007FT3,2074-10-03.46,31.19,3.25e+01,0.928,-0.82978,7.68e+06,9.0e-10,2.70e+03,-6.56,0
2007FT3,2075-10-03.91,35.08,3.05e+01,1.116,-0.63119,2.23e+06,3.1e-09,2.66e+03,-6.03,0
2007FT3,2075-10-03.98,56.80,3.17e+01,1.763,-0.60267,2.31e+06,1.1e-09,2.66e+03,-6.47,0
2007FT3,2076-10-03.26,67.63,3.11e+01,2.145,-0.53893,8.16e+05,1.6e-09,2.65e+03,-6.33,0
2007FT3,2077-10-03.15,60.69,3.07e+01,1.945,-0.87286,2.48e+06,6.3e-10,2.70e+03,-6.73,0
2007FT3,2077-10-03.15,60.47,3.15e+01,1.887,-0.87190,4.65e+06,3.7e-10,2.70e+03,-6.96,0
2007FT3,2078-10-03.36,76.45,3.19e+01,2.363,-0.94647,1.90e+06,3.0e-10,2.72e+03,-7.06,0
2007FT3,2079-10-03.87,14.31,3.18e+01,0.419,-0.66781,5.96e+06,1.9e-09,2.67e+03,-6.27,0
2007FT3,2079-10-03.93,32.17,3.18e+01,0.980,-0.63802,7.71e+06,1.0e-09,2.67e+03,-6.55,0
2007FT3,2080-10-03.15,24.06,3.21e+01,0.718,-0.65798,6.02e+05,1.6e-08,2.67e+03,-5.36,0
2007FT3,2080-10-03.16,28.83,3.20e+01,0.870,-0.64290,4.74e+06,1.8e-09,2.66e+03,-6.31,0
2007FT3,2080-10-03.26,64.06,3.07e+01,2.052,-0.55310,1.47e+06,1.1e-09,2.65e+03,-6.53,0
2007FT3,2082-10-03.24,108.81,3.74e+01,2.884,-1.13773,2.92e+05,3.5e-10,2.75e+03,-7.02,0
2007FT3,2082-10-03.78,70.43,3.05e+01,2.279,-0.54162,4.63e+06,2.1e-10,2.65e+03,-7.25,0
2007FT3,2083-10-03.60,83.57,3.18e+01,2.595,-0.96255,1.95e+06,1.6e-10,2.72e+03,-7.36,0
2007FT3,2083-10-03.68,55.08,3.09e+01,1.748,-0.87923,6.97e+05,3.2e-09,2.70e+03,-6.06,0
2007FT3,2083-10-03.70,50.88,3.08e+01,1.622,-0.88079,1.76e+06,1.6e-09,2.70e+03,-6.37,0
2007FT3,2084-10-02.95,46.25,3.06e+01,1.480,-0.86236,8.93e+05,4.0e-09,2.70e+03,-5.97,0
2007FT3,2084-10-02.95,46.19,3.10e+01,1.458,-0.85719,7.37e+05,5.0e-09,2.70e+03,-5.88,0
2007FT3,2084-10-02.96,41.93,2.28e+01,1.797,-0.85058,4.40e+06,6.4e-10,2.70e+03,-6.77,0
2007FT3,2084-10-03.00,31.07,3.21e+01,0.935,-0.82545,4.00e+06,1.7e-09,2.70e+03,-6.34,0
2007FT3,2084-10-03.01,27.47,3.24e+01,0.817,-0.81742,9.62e+05,8.0e-09,2.70e+03,-5.68,0
2007FT3,2089-10-03.16,68.28,3.25e+01,2.073,-0.94737,3.12e+06,3.4e-10,2.72e+03,-7.07,0
2007FT3,2090-10-03.63,18.75,3.16e+01,0.561,-0.68077,1.71e+06,6.1e-09,2.67e+03,-5.83,0
2007FT3,2090-10-03.63,20.12,3.13e+01,0.610,-0.67490,1.98e+06,5.2e-09,2.67e+03,-5.90,0
2007FT3,2090-10-03.65,24.15,3.20e+01,0.723,-0.66857,3.29e+06,2.9e-09,2.67e+03,-6.16,0
2007FT3,2090-10-03.70,40.78,3.17e+01,1.255,-0.63845,5.43e+06,1.0e-09,2.66e+03,-6.60,0
2007FT3,2090-10-03.80,73.83,3.11e+01,2.341,-0.54888,6.00e+06,1.4e-10,2.65e+03,-7.48,0
2007FT3,2091-10-03.92,24.42,3.22e+01,0.727,-0.65744,4.67e+06,2.0e-09,2.67e+03,-6.32,0
2007FT3,2091-10-03.95,33.95,3.27e+01,1.007,-0.64750,1.13e+05,6.4e-08,2.66e+03,-4.82,0
2007FT3,2091-10-03.95,35.12,3.17e+01,1.078,-0.64503,2.34e+05,3.0e-08,2.66e+03,-5.15,0
2007FT3,2091-10-04.03,64.70,3.10e+01,2.052,-0.55272,3.22e+06,4.9e-10,2.65e+03,-6.94,0
2007FT3,2092-10-03.23,44.70,3.11e+01,1.404,-0.63204,8.09e+05,5.8e-09,2.66e+03,-5.87,0
2007FT3,2093-10-03.14,76.68,3.11e+01,2.433,-0.95165,3.50e+06,1.4e-10,2.72e+03,-7.48,0
2007FT3,2093-10-03.20,53.34,3.13e+01,1.673,-0.87307,9.23e+06,2.8e-10,2.70e+03,-7.19,0
2007FT3,2093-10-03.59,83.46,2.99e+01,2.758,-0.53168,2.44e+05,1.2e-09,2.65e+03,-6.55,0
2007FT3,2093-10-03.60,88.11,3.23e+01,2.699,-0.51706,2.17e+05,1.5e-09,2.64e+03,-6.46,0
2007FT3,2093-10-03.61,91.51,3.30e+01,2.739,-0.52147,6.89e+05,4.1e-10,2.64e+03,-7.02,0
2007FT3,2093-10-03.61,89.23,2.83e+01,3.122,-0.52827,7.29e+05,1.4e-10,2.65e+03,-7.48,0
2007FT3,2094-10-03.51,35.15,2.67e+01,1.278,-0.84583,7.17e+06,7.7e-10,2.70e+03,-6.75,0
2007FT3,2094-10-03.55,23.03,3.20e+01,0.689,-0.83312,5.39e+06,1.6e-09,2.70e+03,-6.44,0
2007FT3,2094-10-03.82,75.04,3.08e+01,2.406,-0.54291,5.79e+06,1.2e-10,2.65e+03,-7.55,0
2007FT3,2095-10-03.71,51.83,3.12e+01,1.628,-0.86656,4.39e+06,6.3e-10,2.70e+03,-6.84,0
2007FT3,2095-10-03.72,48.76,3.13e+01,1.526,-0.86396,5.13e+05,6.4e-09,2.70e+03,-5.84,0
2007FT3,2095-10-03.72,48.87,3.09e+01,1.552,-0.86293,1.76e+06,1.8e-09,2.70e+03,-6.38,0
2007FT3,2095-10-03.78,27.61,3.16e+01,0.841,-0.82445,1.20e+06,6.4e-09,2.70e+03,-5.84,0
2007FT3,2095-10-03.79,26.00,3.21e+01,0.779,-0.82071,5.07e+05,1.6e-08,2.70e+03,-5.44,0
2007FT3,2096-10-02.97,45.85,3.24e+01,1.386,-0.86888,2.70e+06,1.4e-09,2.70e+03,-6.49,0
2007FT3,2096-10-03.03,25.36,3.15e+01,0.774,-0.82917,8.86e+06,9.2e-10,2.70e+03,-6.68,0
2007FT3,2097-10-03.49,47.81,2.84e+01,1.649,-0.62452,5.78e+04,6.1e-08,2.66e+03,-4.87,0
2007FT3,2098-10-03.31,86.08,3.87e+01,2.200,-1.13868,2.88e+06,2.0e-10,2.75e+03,-7.36,0
2007FT3,2098-10-03.69,32.66,3.23e+01,0.979,-0.66374,8.43e+06,8.8e-10,2.67e+03,-6.72,0
2007FT3,2099-10-03.65,74.86,3.34e+01,2.209,-0.95930,5.18e+05,1.5e-09,2.72e+03,-6.49,0
2007FT3,2099-10-03.66,71.17,3.07e+01,2.284,-0.95565,1.35e+06,5.2e-10,2.72e+03,-6.94,0
2007FT3,2100-10-03.92,68.58,3.18e+01,2.128,-0.94793,6.06e+06,1.6e-10,2.72e+03,-7.46,0
2007FT3,2100-10-04.03,30.01,3.13e+01,0.927,-0.84017,2.01e+06,3.5e-09,2.70e+03,-6.12,0
2007FT3,2100-10-04.32,72.81,3.08e+01,2.335,-0.54390,6.47e+06,1.3e-10,2.65e+03,-7.56,0
2007FT3,2101-10-04.42,25.34,3.21e+01,0.759,-0.68197,1.94e+06,4.7e-09,2.67e+03,-6.01,0
2007FT3,2101-10-04.42,27.27,3.18e+01,0.826,-0.67385,2.14e+06,4.1e-09,2.67e+03,-6.07,0
2007FT3,2101-10-04.43,28.56,3.15e+01,0.874,-0.66911,4.12e+06,2.0e-09,2.67e+03,-6.37,0
2007FT3,2101-10-04.46,37.10,3.13e+01,1.154,-0.64042,5.00e+06,1.3e-09,2.66e+03,-6.57,0
2007FT3,2101-10-04.46,38.11,3.14e+01,1.181,-0.63889,2.69e+06,2.3e-09,2.66e+03,-6.31,0
2007FT3,2101-10-04.55,69.57,3.15e+01,2.180,-0.54992,2.68e+06,4.4e-10,2.65e+03,-7.03,0
2007FT3,2101-10-04.55,70.14,3.18e+01,2.176,-0.55002,7.79e+06,1.5e-10,2.65e+03,-7.50,0
2007FT3,2102-10-04.25,121.57,3.76e+01,3.211,-1.10159,8.14e+04,4.7e-10,2.74e+03,-7.00,0
2007FT3,2103-10-04.82,17.13,2.95e+01,0.547,-0.81225,3.83e+07,2.7e-10,2.70e+03,-7.25,0
2007FT3,2103-10-05.05,61.90,3.11e+01,1.959,-0.60007,8.13e+05,2.3e-09,2.66e+03,-6.33,0
2007FT3,2105-10-04.22,58.73,3.13e+01,1.842,-0.93635,2.87e+05,6.2e-09,2.72e+03,-5.90,0
2007FT3,2105-10-04.22,57.60,3.27e+01,1.732,-0.92931,2.54e+05,8.3e-09,2.71e+03,-5.77,0
2007FT3,2105-10-04.25,46.23,3.15e+01,1.437,-0.88292,5.79e+06,6.3e-10,2.71e+03,-6.89,0
2007FT3,2106-10-04.48,44.87,3.10e+01,1.413,-0.86463,3.19e+06,1.2e-09,2.70e+03,-6.61,0
2007FT3,2106-10-04.55,22.63,3.25e+01,0.666,-0.82145,2.98e+06,2.9e-09,2.70e+03,-6.24,0
2007FT3,2107-10-04.74,46.41,3.20e+01,1.418,-0.86851,1.32e+06,2.8e-09,2.70e+03,-6.25,0
2007FT3,2107-10-04.80,24.14,3.15e+01,0.735,-0.82759,8.88e+06,9.5e-10,2.70e+03,-6.73,0
2007FT3,2107-10-04.81,22.93,3.21e+01,0.683,-0.82882,2.77e+06,3.1e-09,2.70e+03,-6.21,0
2007FT3,2107-10-05.00,40.97,3.32e+01,1.203,-0.64689,1.15e+07,5.0e-10,2.66e+03,-7.01,0
2007FT3,2108-10-04.23,33.52,3.19e+01,1.020,-0.66113,3.51e+06,2.1e-09,2.67e+03,-6.40,0
2007FT3,2108-10-04.23,35.57,3.14e+01,1.101,-0.66011,1.57e+06,4.3e-09,2.67e+03,-6.08,0
2007FT3,2108-10-04.26,45.77,3.20e+01,1.401,-0.64869,8.67e+06,5.2e-10,2.67e+03,-6.99,0
2007FT3,2108-10-04.27,49.73,3.00e+01,1.622,-0.62000,1.10e+06,3.2e-09,2.66e+03,-6.21,0
2007FT3,2108-10-04.30,58.96,3.19e+01,1.817,-0.60916,1.74e+06,1.4e-09,2.66e+03,-6.58,0
2007FT3,2108-10-04.35,76.54,3.08e+01,2.452,-0.55709,1.68e+06,3.8e-10,2.65e+03,-7.14,0
2007FT3,2109-10-04.15,80.91,3.19e+01,2.507,-0.97007,1.67e+06,2.3e-10,2.72e+03,-7.34,0
2007FT3,2111-10-04.97,24.81,3.10e+01,0.768,-0.66704,4.27e+06,2.2e-09,2.67e+03,-6.38,0
2007FT3,2112-10-04.19,23.05,3.17e+01,0.695,-0.68301,1.62e+06,5.9e-09,2.67e+03,-5.96,0
2007FT3,2112-10-04.19,23.37,3.24e+01,0.691,-0.68224,4.63e+06,2.0e-09,2.67e+03,-6.42,0
2007FT3,2112-10-04.19,25.46,3.16e+01,0.774,-0.67284,1.34e+06,6.8e-09,2.67e+03,-5.89,0
2007FT3,2112-10-04.20,28.11,3.19e+01,0.849,-0.66932,1.32e+06,6.4e-09,2.67e+03,-5.92,0
2007FT3,2112-10-04.20,27.84,3.20e+01,0.838,-0.66946,7.29e+05,1.2e-08,2.67e+03,-5.66,0
2000SG344,2069-09-18.49,0.73,&lt;1.e-04,0.000,3.45176,8.69e+02,1.6e-06,1.06e+00,-5.99,0
2000SG344,2070-09-17.32,0.56,&lt;1.e-04,0.000,0.88018,6.53e+02,6.9e-04,1.06e+00,-3.37,0
2000SG344,2071-02-08.70,0.90,2.46e-04,0.000,3.48657,2.86e+04,4.2e-08,1.06e+00,-7.59,0
2000SG344,2071-09-10.38,0.88,&lt;1.e-04,0.000,-1.89731,2.13e+03,3.0e-05,1.06e+00,-4.74,0
2000SG344,2071-09-16.04,0.41,&lt;1.e-04,0.000,-2.06188,4.89e+02,1.8e-04,1.06e+00,-3.96,0
2000SG344,2072-02-03.50,0.24,3.47e-04,0.000,0.99985,5.51e+04,8.6e-06,1.06e+00,-5.28,0
2000SG344,2072-02-14.39,0.40,1.74e-04,0.000,3.49720,1.83e+04,8.9e-08,1.06e+00,-7.27,0
2000SG344,2073-02-01.76,0.68,1.23e-04,0.000,-1.91729,3.35e+04,2.8e-06,1.06e+00,-5.78,0
2000SG344,2073-02-09.21,0.03,&lt;1.e-04,0.000,0.99334,3.11e+04,1.6e-05,1.06e+00,-5.03,0
2000SG344,2073-02-12.03,0.62,1.23e-04,0.000,0.94232,1.27e+04,3.2e-05,1.06e+00,-4.72,0
2000SG344,2074-02-08.48,0.60,1.62e-04,0.000,-1.92904,1.22e+04,8.2e-06,1.06e+00,-5.32,0
2000SG344,2074-02-10.46,0.86,1.68e-04,0.000,-1.97498,7.33e+03,7.8e-06,1.06e+00,-5.34,0
2000SG344,2091-08-03.61,0.52,2.46e-04,0.000,-1.13800,2.60e+04,1.4e-05,1.06e+00,-5.21,0
2000SG344,2091-08-07.88,0.64,&lt;1.e-04,0.000,1.66210,3.41e+04,4.5e-06,1.06e+00,-5.69,0
2000SG344,2092-08-05.69,0.73,1.74e-04,0.000,-1.11444,2.99e+04,1.1e-05,1.06e+00,-5.30,0
2000SG344,2092-08-09.90,0.23,1.23e-04,0.000,1.68498,2.88e+04,6.5e-06,1.06e+00,-5.53,0
2000SG344,2093-08-08.79,0.27,1.23e-04,0.000,-1.08894,2.69e+04,1.6e-05,1.06e+00,-5.16,0
2000SG344,2093-08-12.77,0.04,3.25e-04,0.000,1.71018,2.51e+04,7.4e-06,1.06e+00,-5.49,0
2000SG344,2093-09-10.22,0.26,9.82e-04,0.000,0.80375,1.43e+05,4.0e-06,1.06e+00,-5.75,0
2000SG344,2094-08-11.71,0.09,1.23e-04,0.000,-1.06088,2.23e+04,2.0e-05,1.06e+00,-5.05,0
2000SG344,2094-08-15.69,0.33,&lt;1.e-04,0.000,1.73817,2.06e+04,8.1e-06,1.06e+00,-5.45,0
2000SG344,2094-09-09.12,0.36,&lt;1.e-04,0.000,-2.16704,1.00e+05,7.6e-07,1.06e+00,-6.48,0
2000SG344,2094-09-10.85,0.42,&lt;1.e-04,0.000,0.79832,1.23e+05,4.7e-06,1.06e+00,-5.69,0
