Object,Date,Distance,Width,SigmaImpact,SigmaLOV,StretchLOV,ImpactProbability,ImpactEnergy,PalermoScale,TorinoScale
2014HJ197,2076-04-19.98,3.41,1.32e+01,0.182,2.80386,1.18e+05,6.0e-09,8.83e-04,-10.90,0
2014HJ197,2076-04-19.98,5.44,1.05e+01,0.425,2.80597,8.67e+04,9.3e-09,8.83e-04,-10.70,0
2014HJ197,2076-04-20.13,3.53,3.22e+00,0.785,-0.76640,5.31e+06,1.2e-08,6.60e-04,-10.70,0
2014HJ197,2077-04-11.82,26.18,2.01e+01,1.254,-0.17174,4.20e+04,2.5e-07,6.83e-04,-9.41,0
2014HJ197,2077-04-18.98,0.69,5.58e+00,0.000,0.15220,7.38e+05,1.2e-07,6.98e-04,-9.72,0
2014HJ197,2077-10-15.97,18.13,6.78e+00,2.527,-1.75655,4.64e+05,9.6e-10,6.30e-04,-11.90,0
2014HJ197,2077-10-16.01,20.65,6.89e+00,2.851,-1.38252,1.85e+04,1.7e-08,6.40e-04,-10.60,0
2014HJ197,2077-10-17.05,15.57,5.94e+00,2.451,-2.06158,2.48e+04,1.3e-08,6.23e-04,-10.70,0
2014HJ197,2077-10-17.10,19.40,1.40e+01,1.316,-1.12400,1.78e+05,4.1e-08,6.48e-04,-10.20,0
2014HJ197,2077-10-19.86,8.89,5.37e+00,1.470,0.10334,2.32e+06,1.0e-08,6.96e-04,-10.80,0
2014HJ197,2077-10-22.73,1.17,1.37e+00,0.126,-3.46171,5.72e+04,1.1e-08,6.03e-04,-10.80,0
2014HJ197,2077-10-23.57,2.29,2.07e+00,0.626,-3.10147,3.96e+04,2.7e-08,6.06e-04,-10.40,0
2014HJ197,2078-04-15.96,15.36,1.28e+01,1.119,-0.16892,1.41e+06,1.3e-08,6.85e-04,-10.70,0
2014HJ197,2078-04-17.29,16.57,4.58e+00,3.398,0.83170,6.02e+05,2.0e-10,7.36e-04,-12.50,0
2014HJ197,2078-04-19.34,9.85,3.16e+00,2.797,0.84654,7.25e+05,1.3e-09,7.36e-04,-11.70,0
2014HJ197,2078-04-20.93,3.72,3.51e+00,0.775,0.84184,5.83e+06,9.8e-09,7.36e-04,-10.80,0
2014HJ197,2078-10-16.35,21.27,2.44e+01,0.832,-1.14750,2.18e+04,3.3e-07,6.47e-04,-9.31,0
2014HJ197,2078-10-16.40,15.97,5.60e+00,2.670,-2.06494,5.36e+05,3.5e-10,6.23e-04,-12.30,0
2014HJ197,2078-10-17.17,15.18,5.00e+00,2.835,-2.15568,2.64e+04,3.8e-09,6.21e-04,-11.30,0
2014HJ197,2078-10-23.84,2.08,9.20e-01,1.173,-3.12175,4.59e+04,1.1e-08,6.07e-04,-10.80,0
2014HJ197,2079-03-26.93,43.43,1.36e+01,3.127,-2.05452,2.23e+05,1.2e-10,6.22e-04,-12.80,0
2014HJ197,2079-03-27.68,70.70,2.73e+01,2.558,-1.38470,8.36e+05,2.9e-10,6.39e-04,-12.40,0
2014HJ197,2079-04-17.96,7.13,6.36e+00,0.964,-0.16826,1.41e+06,2.9e-08,6.84e-04,-10.30,0
2014HJ197,2079-04-18.20,0.91,2.64e+01,0.000,-0.15952,1.91e+06,9.7e-09,6.85e-04,-10.80,0
2014HJ197,2079-10-09.57,39.04,2.13e+01,1.785,-0.48481,1.12e+05,3.5e-08,6.71e-04,-10.30,0
2014HJ197,2079-10-10.87,39.31,1.21e+01,3.162,0.05503,1.04e+05,2.1e-09,6.94e-04,-11.50,0
2014HJ197,2079-10-17.14,15.41,4.39e+00,3.280,-2.21610,3.28e+04,6.8e-10,6.20e-04,-12.00,0
2014HJ197,2079-10-22.29,2.03,5.00e-01,2.059,-3.48389,6.38e+04,2.8e-10,6.04e-04,-12.40,0
2014HJ197,2079-10-22.76,4.09,1.08e+01,0.285,0.00070,1.16e+06,3.7e-08,6.92e-04,-10.20,0
2014HJ197,2079-10-22.91,3.49,2.32e+01,0.108,0.01426,1.26e+06,1.7e-08,6.93e-04,-10.60,0
2014HJ197,2079-10-24.43,1.59,2.67e+00,0.220,-3.13946,4.54e+04,2.4e-08,6.06e-04,-10.50,0
2014HJ197,2080-04-16.39,18.57,5.13e+00,3.423,1.04769,4.03e+04,2.1e-09,7.46e-04,-11.50,0
2014HJ197,2080-04-16.49,18.33,1.32e+01,1.314,1.05490,4.05e+04,2.0e-07,7.47e-04,-9.48,0
2014HJ197,2080-04-17.73,0.99,5.44e+00,0.000,-0.12586,6.13e+06,1.5e-08,6.86e-04,-10.70,0
2014HJ197,2080-04-17.81,12.58,7.48e+00,1.548,0.59742,5.84e+04,2.3e-07,7.21e-04,-9.44,0
2014HJ197,2080-04-17.92,7.65,2.44e+00,2.723,-0.12515,2.05e+06,8.7e-10,6.86e-04,-11.90,0
2014HJ197,2080-04-19.06,8.32,5.31e+00,1.378,0.60126,1.26e+06,1.8e-08,7.22e-04,-10.50,0
2014HJ197,2080-10-08.20,40.65,1.52e+01,2.604,-0.49205,3.24e+05,2.6e-09,6.71e-04,-11.40,0
2014HJ197,2080-10-16.01,15.60,3.99e+00,3.662,-2.25644,4.25e+04,1.2e-10,6.19e-04,-12.80,0
2014HJ197,2080-10-21.36,2.10,2.42e+00,0.455,-3.49415,6.05e+04,5.1e-09,6.03e-04,-11.20,0
2014HJ197,2080-10-22.62,0.45,3.72e-01,0.000,-0.00397,5.50e+05,1.1e-06,6.91e-04,-8.77,0
2014HJ197,2080-10-22.83,0.24,1.80e+01,0.000,0.01748,6.90e+05,4.0e-08,6.92e-04,-10.20,0
2014HJ197,2081-04-12.18,28.25,1.03e+01,2.649,0.01477,2.25e+06,5.0e-10,6.93e-04,-12.10,0
2014HJ197,2081-10-24.42,1.04,6.99e+00,0.006,-0.35597,2.01e+05,3.3e-07,6.77e-04,-9.32,0
2014HJ197,2081-10-24.56,5.56,5.31e+00,0.858,-0.36183,2.85e+05,1.8e-07,6.76e-04,-9.58,0
2014HJ197,2082-04-05.62,38.51,1.94e+01,1.937,-0.48462,4.04e+06,7.9e-10,6.71e-04,-11.90,0
2014HJ197,2082-04-05.96,37.83,2.17e+01,1.699,-0.48404,8.60e+05,5.2e-09,6.71e-04,-11.10,0
2014HJ197,2082-04-13.18,25.12,1.53e+01,1.578,0.00461,4.04e+05,2.1e-08,6.92e-04,-10.50,0
2014HJ197,2082-04-15.82,0.76,1.28e+01,0.000,-1.78770,1.00e+07,7.8e-10,6.29e-04,-12.00,0
2014HJ197,2082-04-17.78,14.21,1.98e+01,0.666,0.34215,1.18e+04,1.6e-06,7.07e-04,-8.63,0
2014HJ197,2082-04-18.30,12.64,1.74e+01,0.668,0.34334,1.02e+05,2.0e-07,7.07e-04,-9.52,0
2014HJ197,2083-04-12.13,26.42,9.40e+00,2.706,-0.35500,1.26e+06,7.7e-10,6.76e-04,-12.00,0
2014HJ197,2083-04-15.58,0.46,1.01e+01,0.000,-1.81960,1.74e+07,5.4e-10,6.28e-04,-12.10,0
2014HJ197,2083-04-15.81,0.26,9.42e+00,0.000,-1.77949,1.69e+07,6.4e-10,6.29e-04,-12.10,0
2014HJ197,2083-04-16.46,5.33,1.54e+01,0.282,-1.37847,5.27e+06,2.2e-09,6.40e-04,-11.50,0
2014HJ197,2083-04-17.68,10.55,9.12e+00,1.047,-1.18928,3.70e+05,3.7e-08,6.46e-04,-10.30,0
2014HJ197,2083-04-18.14,9.70,3.35e+01,0.259,-1.15333,2.55e+05,2.9e-08,6.47e-04,-10.40,0
2014HJ197,2083-04-18.62,6.64,2.97e+00,1.900,-1.37262,7.71e+05,7.4e-09,6.40e-04,-11.00,0
2014HJ197,2083-04-18.97,5.24,1.52e+00,2.783,-0.08691,3.70e+06,3.9e-10,6.87e-04,-12.20,0
2014HJ197,2083-04-20.16,7.65,4.52e+00,1.472,0.33883,2.53e+06,1.0e-08,7.08e-04,-10.80,0
2014HJ197,2083-10-10.98,41.67,1.25e+01,3.246,0.60851,5.37e+04,2.5e-09,7.23e-04,-11.40,0
2014HJ197,2083-10-23.47,5.79,4.91e+00,0.974,-0.34967,6.68e+05,7.2e-08,6.76e-04,-9.99,0
2014HJ197,2084-04-12.97,21.10,1.38e+01,1.456,-0.48618,1.02e+06,9.8e-09,6.71e-04,-10.90,0
2014HJ197,2084-04-13.58,20.19,6.39e+00,3.005,-0.45571,7.26e+05,6.7e-10,6.73e-04,-12.00,0
2014HJ197,2084-04-14.80,0.82,6.80e+00,0.000,-1.77984,2.55e+07,5.8e-10,6.30e-04,-12.10,0
2014HJ197,2084-04-15.26,7.24,5.95e+00,1.049,-2.06623,5.77e+05,8.2e-09,6.23e-04,-11.00,0
2014HJ197,2084-04-15.52,3.46,1.29e+01,0.191,-1.81585,3.44e+06,2.1e-09,6.29e-04,-11.60,0
2014HJ197,2084-04-15.74,17.93,7.92e+00,2.136,0.05253,2.52e+05,2.0e-08,6.94e-04,-10.60,0
2014HJ197,2084-04-17.02,14.56,7.88e+00,1.719,0.06407,2.02e+05,5.7e-08,6.95e-04,-10.10,0
2014HJ197,2084-04-18.92,5.52,2.84e+01,0.159,-1.15148,5.47e+05,1.6e-08,6.47e-04,-10.70,0
2014HJ197,2084-04-20.79,2.44,7.17e+00,0.201,1.30606,2.22e+06,1.3e-08,7.64e-04,-10.70,0
2014HJ197,2085-04-15.07,15.17,1.25e+01,1.137,-0.48560,2.56e+06,6.6e-09,6.71e-04,-11.00,0
2014HJ197,2085-04-17.56,17.50,9.06e+00,1.821,1.81418,3.01e+05,5.5e-09,7.99e-04,-11.10,0
2014HJ197,2085-04-17.70,1.66,6.96e+00,0.095,0.81332,6.77e+07,7.4e-10,7.32e-04,-12.00,0
2014HJ197,2085-04-18.35,10.82,7.97e+00,1.233,0.05393,2.09e+06,1.2e-08,6.94e-04,-10.80,0
2014HJ197,2085-04-18.39,0.20,1.41e+01,0.000,-1.37768,1.89e+06,7.2e-09,6.40e-04,-11.00,0
2014HJ197,2085-04-18.48,14.74,1.05e+01,1.306,1.91321,2.77e+05,1.0e-08,8.06e-04,-10.80,0
2014HJ197,2085-04-18.62,14.19,1.19e+01,1.110,1.91210,4.15e+05,8.0e-09,8.06e-04,-10.90,0
2014HJ197,2085-04-18.72,9.43,3.85e+00,2.188,-0.23047,8.25e+06,8.0e-10,6.82e-04,-12.00,0
2014HJ197,2085-04-19.20,8.55,8.09e+00,0.934,0.06223,1.69e+06,2.1e-08,6.94e-04,-10.50,0
2014HJ197,2085-04-19.47,3.34,1.00e+01,0.234,-1.19478,8.38e+05,2.7e-08,6.45e-04,-10.40,0
2014HJ197,2085-04-20.04,2.25,2.52e+01,0.050,-1.15064,7.54e+05,1.4e-08,6.47e-04,-10.70,0
2014HJ197,2085-04-26.42,23.27,1.30e+01,1.717,-0.36119,1.53e+06,4.7e-09,6.76e-04,-11.20,0
2014HJ197,2085-10-05.48,81.28,4.52e+01,1.778,0.54896,1.75e+06,1.1e-09,7.19e-04,-11.80,0
2014HJ197,2085-10-13.83,26.73,1.61e+01,1.603,-0.58705,2.76e+05,2.4e-08,6.67e-04,-10.50,0
2014HJ197,2086-04-19.07,0.85,5.02e+00,0.000,-1.37609,7.47e+05,5.1e-08,6.41e-04,-10.20,0
2014HJ197,2086-04-20.69,0.12,2.19e+01,0.000,-1.15011,7.78e+05,1.5e-08,6.48e-04,-10.70,0
2014HJ197,2086-10-05.41,82.18,3.87e+01,2.098,0.54812,2.17e+06,5.4e-10,7.19e-04,-12.10,0
2014HJ197,2086-10-05.49,82.57,3.50e+01,2.327,0.55304,1.88e+06,4.1e-10,7.19e-04,-12.20,0
2014HJ197,2087-04-16.07,17.70,6.30e+00,2.651,-0.25009,5.81e+05,2.6e-09,6.82e-04,-11.50,0
2014HJ197,2087-04-17.68,18.33,6.11e+00,2.836,1.52798,4.39e+05,6.6e-10,7.79e-04,-12.00,0
2014HJ197,2087-04-20.42,1.32,1.00e+01,0.032,-1.19717,3.48e+05,6.9e-08,6.46e-04,-10.00,0
2014HJ197,2087-04-20.69,0.68,2.10e+01,0.000,-1.14995,1.60e+06,7.6e-09,6.47e-04,-11.00,0
2014HJ197,2087-04-21.16,2.40,1.80e+01,0.077,-1.14965,4.31e+05,3.3e-08,6.47e-04,-10.40,0
2014HJ197,2087-04-21.46,0.60,8.90e+00,0.000,0.06157,3.41e+06,1.6e-08,6.94e-04,-10.60,0
2014HJ197,2087-10-05.44,82.67,3.53e+01,2.311,0.54747,2.39e+06,3.3e-10,7.18e-04,-12.30,0
2014HJ197,2087-10-16.46,20.78,1.02e+01,1.944,-1.05844,1.76e+06,2.0e-09,6.49e-04,-11.60,0
2014HJ197,2087-10-25.48,1.22,7.95e+00,0.027,-0.86428,5.82e+06,7.3e-09,6.57e-04,-11.00,0
2014HJ197,2088-04-05.68,22.84,1.56e+01,1.402,-2.47406,2.30e+05,2.2e-09,6.15e-04,-11.60,0
2014HJ197,2088-04-07.78,18.87,1.03e+01,1.727,-2.47442,3.42e+05,1.2e-09,6.15e-04,-11.80,0
2014HJ197,2088-04-16.27,20.71,7.78e+00,2.534,3.06556,1.23e+05,1.4e-10,9.08e-04,-12.60,0
2014HJ197,2088-04-16.81,2.17,1.14e+01,0.103,-0.44240,3.22e+06,1.2e-08,6.73e-04,-10.80,0
2014HJ197,2088-04-16.97,4.05,1.84e+01,0.166,-1.02449,2.80e+06,5.6e-09,6.51e-04,-11.10,0
2014HJ197,2088-10-04.46,83.54,3.36e+01,2.453,0.54691,2.53e+06,2.3e-10,7.19e-04,-12.50,0
2014HJ197,2088-10-05.52,76.74,4.78e+01,1.586,0.28807,1.36e+06,2.0e-09,7.05e-04,-11.60,0
2014HJ197,2088-10-05.55,76.87,5.58e+01,1.361,0.29032,1.03e+06,3.2e-09,7.05e-04,-11.40,0
2014HJ197,2089-04-20.25,1.41,1.44e+01,0.028,0.60705,8.74e+05,3.3e-08,7.24e-04,-10.30,0
2014HJ197,2089-10-05.39,49.36,1.68e+01,2.884,-0.50339,2.08e+06,1.7e-10,6.69e-04,-12.70,0
2014HJ197,2089-10-14.82,23.35,1.10e+01,2.025,-1.06100,6.75e+05,4.1e-09,6.49e-04,-11.30,0
2014HJ197,2090-04-14.47,20.16,1.02e+01,1.878,-0.33662,3.27e+06,2.0e-09,6.77e-04,-11.60,0
2014HJ197,2090-04-15.93,14.70,3.25e+01,0.421,-0.59581,4.74e+04,2.4e-07,6.66e-04,-9.51,0
2014HJ197,2090-10-05.64,78.32,3.15e+01,2.458,0.29224,1.63e+06,4.2e-10,7.05e-04,-12.30,0
2014HJ197,2090-10-14.43,24.76,1.29e+01,1.847,-1.06393,3.07e+05,1.1e-08,6.50e-04,-10.90,0
2014HJ197,2090-10-18.66,18.92,1.35e+01,1.323,-0.29378,4.29e+05,3.1e-08,6.79e-04,-10.40,0
2014HJ197,2090-10-18.97,15.41,2.50e+01,0.577,-0.89163,1.47e+06,7.6e-09,6.56e-04,-11.00,0
2014HJ197,2091-04-14.34,18.86,1.01e+01,1.761,-0.60141,4.41e+05,1.7e-08,6.65e-04,-10.70,0
2014HJ197,2091-04-15.79,15.05,3.06e+01,0.460,-0.59569,8.09e+06,1.5e-09,6.66e-04,-11.70,0
2014HJ197,2091-10-19.27,15.31,2.65e+01,0.541,-0.88869,4.78e+05,2.2e-08,6.55e-04,-10.60,0
2014HJ197,2091-10-24.41,0.86,7.33e+01,0.000,-2.81545,6.93e+04,1.9e-09,6.10e-04,-11.70,0
2014HJ197,2092-04-06.28,33.05,2.34e+01,1.369,-0.89208,1.90e+06,2.8e-09,6.55e-04,-11.50,0
2014HJ197,2092-04-12.07,24.81,1.50e+01,1.588,-0.29646,9.02e+05,9.0e-09,6.79e-04,-10.90,0
2014HJ197,2092-04-12.84,20.64,7.15e+00,2.749,-0.60381,1.18e+06,7.8e-10,6.66e-04,-12.00,0
2014HJ197,2092-04-14.29,19.38,6.83e+00,2.692,-0.31527,8.03e+06,1.6e-10,6.78e-04,-12.70,0
2014HJ197,2092-04-19.84,2.25,1.48e+00,0.844,3.02922,4.23e+06,2.7e-10,9.07e-04,-12.40,0
2014HJ197,2092-10-12.45,27.58,1.32e+01,2.018,-1.07566,3.25e+05,7.3e-09,6.49e-04,-11.10,0
2014HJ197,2092-10-12.59,26.79,1.54e+01,1.672,-1.07065,1.73e+06,2.3e-09,6.49e-04,-11.60,0
2014HJ197,2092-10-13.68,27.40,2.40e+01,1.102,-0.52782,2.49e+05,3.8e-08,6.69e-04,-10.30,0
2014HJ197,2092-10-17.82,16.59,2.64e+01,0.590,-0.88474,9.02e+05,1.2e-08,6.56e-04,-10.80,0
2014HJ197,2093-04-08.05,30.04,2.57e+01,1.130,-0.89036,6.85e+05,9.6e-09,6.56e-04,-10.90,0
2014HJ197,2093-04-08.83,28.82,1.41e+01,1.967,-0.84517,1.20e+06,2.6e-09,6.57e-04,-11.50,0
2014HJ197,2093-04-09.65,27.01,1.59e+01,1.631,-0.90091,1.74e+06,2.9e-09,6.55e-04,-11.50,0
2014HJ197,2093-04-15.06,22.70,5.79e+00,3.749,1.15983,1.42e+05,1.5e-10,7.54e-04,-12.70,0
2014HJ197,2093-10-04.85,78.27,3.06e+01,2.527,0.28404,2.26e+06,2.6e-10,7.05e-04,-12.50,0
2014HJ197,2093-10-12.19,28.18,1.29e+01,2.099,-1.07585,2.94e+06,6.9e-10,6.50e-04,-12.10,0
2014HJ197,2093-10-12.26,28.46,1.20e+01,2.288,-1.07861,5.31e+05,2.6e-09,6.50e-04,-11.50,0
2014HJ197,2093-10-17.60,18.06,1.80e+01,0.950,-0.90907,6.51e+05,1.7e-08,6.55e-04,-10.70,0
2014HJ197,2094-04-09.39,27.73,3.06e+01,0.873,-0.88653,4.95e+05,1.5e-08,6.55e-04,-10.80,0
2014HJ197,2094-04-10.03,26.72,1.66e+01,1.552,-0.85006,9.09e+05,6.3e-09,6.57e-04,-11.10,0
2014HJ197,2094-04-10.57,25.59,1.70e+01,1.446,-0.89932,9.30e+05,6.8e-09,6.55e-04,-11.10,0
2014HJ197,2094-04-13.20,26.92,2.27e+01,1.142,0.29131,3.43e+06,3.0e-09,7.05e-04,-11.40,0
2014HJ197,2094-04-16.49,13.46,5.09e+00,2.446,-0.60458,4.12e+06,6.2e-10,6.66e-04,-12.10,0
2014HJ197,2094-04-16.64,20.03,8.10e+00,2.350,2.60142,7.67e+05,1.3e-10,8.67e-04,-12.70,0
2014HJ197,2094-10-04.71,60.60,5.34e+01,1.116,0.87116,2.91e+06,1.2e-09,7.37e-04,-11.80,0
2014HJ197,2094-10-05.89,54.30,8.28e+01,0.644,0.63043,1.79e+06,2.2e-09,7.23e-04,-11.50,0
2014HJ197,2094-10-05.98,54.02,5.09e+01,1.042,0.63098,1.62e+06,2.8e-09,7.23e-04,-11.40,0
2014HJ197,2094-10-17.17,19.21,1.85e+01,0.985,-0.90647,1.37e+06,7.6e-09,6.55e-04,-11.00,0
2014HJ197,2094-10-18.35,10.04,1.70e+01,0.531,-2.68508,2.59e+05,2.6e-09,6.11e-04,-11.50,0
2014HJ197,2095-04-08.41,30.19,1.20e+01,2.432,-0.91052,9.86e+05,1.2e-09,6.55e-04,-11.90,0
2014HJ197,2095-04-09.98,27.77,9.56e+00,2.800,-0.81911,1.12e+06,5.0e-10,6.59e-04,-12.20,0
2014HJ197,2095-04-10.76,25.70,1.96e+01,1.262,-0.85312,1.75e+06,4.3e-09,6.57e-04,-11.30,0
2014HJ197,2095-04-12.20,22.80,1.74e+01,1.256,-0.89709,4.81e+05,1.7e-08,6.56e-04,-10.70,0
2014HJ197,2095-04-14.49,20.52,2.92e+01,0.668,1.27073,4.16e+06,1.4e-09,7.62e-04,-11.70,0
2014HJ197,2095-04-16.06,7.77,3.33e+00,2.035,0.91831,4.16e+07,1.6e-10,7.41e-04,-12.70,0
2014HJ197,2095-04-18.71,8.87,6.28e+00,1.254,0.07493,1.64e+06,1.8e-08,6.95e-04,-10.70,0
2014HJ197,2095-04-20.63,4.53,2.54e+00,1.387,1.64826,5.12e+06,2.1e-09,7.87e-04,-11.50,0
2014HJ197,2095-10-03.96,84.54,3.22e+01,2.598,0.54372,2.34e+06,1.8e-10,7.18e-04,-12.60,0
2014HJ197,2095-10-16.99,20.42,1.61e+01,1.207,-0.92538,5.79e+05,1.6e-08,6.55e-04,-10.70,0
2014HJ197,2096-04-08.86,27.78,1.22e+01,2.192,-0.90786,5.75e+05,3.6e-09,6.55e-04,-11.40,0
2014HJ197,2096-04-10.40,25.27,1.26e+01,1.923,-0.82317,5.67e+05,6.7e-09,6.58e-04,-11.10,0
2014HJ197,2096-04-11.08,29.73,1.00e+01,2.866,0.68105,5.17e+05,9.5e-10,7.26e-04,-11.90,0
2014HJ197,2096-04-13.76,17.14,1.42e+01,1.141,-1.07342,1.86e+05,5.1e-08,6.49e-04,-10.20,0
2014HJ197,2096-04-13.77,23.70,8.51e+00,2.667,0.65482,4.64e+05,2.1e-09,7.24e-04,-11.60,0
2014HJ197,2096-04-17.27,9.23,8.34e+00,0.987,-1.06468,2.35e+06,7.8e-09,6.49e-04,-11.00,0
2014HJ197,2096-10-16.73,21.98,4.78e+01,0.439,-0.30344,7.41e+05,1.2e-08,6.78e-04,-10.80,0
2014HJ197,2097-04-05.11,38.60,3.35e+01,1.124,-0.67098,2.74e+06,2.2e-09,6.63e-04,-11.60,0
2014HJ197,2097-04-07.79,30.28,9.49e+00,3.086,-0.92730,8.31e+05,2.6e-10,6.54e-04,-12.50,0
2014HJ197,2097-04-13.16,18.57,1.12e+01,1.571,-1.07767,4.40e+05,1.4e-08,6.49e-04,-10.80,0
2014HJ197,2097-04-13.84,16.61,1.39e+01,1.126,-1.07312,3.08e+06,3.2e-09,6.50e-04,-11.40,0
2014HJ197,2097-04-16.73,10.87,9.97e+00,0.989,-1.07153,1.54e+06,1.0e-08,6.50e-04,-10.90,0
2014HJ197,2097-10-02.09,81.79,6.49e+01,1.245,0.79290,5.28e+05,4.8e-09,7.32e-04,-11.20,0
2014HJ197,2097-10-02.16,85.33,8.07e+01,1.045,0.79419,6.05e+05,4.3e-09,7.32e-04,-11.30,0
2014HJ197,2097-10-15.92,22.67,2.22e+01,0.978,-0.66775,1.37e+06,7.8e-09,6.63e-04,-11.00,0
2014HJ197,2098-04-10.30,25.90,1.81e+01,1.375,-0.92479,3.30e+05,2.0e-08,6.55e-04,-10.70,0
2014HJ197,2098-04-12.58,20.06,8.90e+00,2.141,-1.08000,1.28e+06,1.9e-09,6.49e-04,-11.70,0
2014HJ197,2098-04-19.58,2.29,2.67e+01,0.048,1.40908,6.35e+05,1.1e-08,7.71e-04,-10.90,0
2014HJ197,2098-10-16.52,22.14,2.04e+01,1.034,-0.66563,7.87e+05,1.4e-08,6.64e-04,-10.80,0
2014HJ197,2098-10-22.33,4.35,1.38e+01,0.243,0.00153,1.73e+06,2.0e-08,6.92e-04,-10.60,0
2014HJ197,2098-10-22.47,3.78,2.57e+01,0.108,0.01369,1.93e+06,9.9e-09,6.93e-04,-10.90,0
2014HJ197,2099-04-08.31,32.26,2.85e+01,1.098,-0.66869,1.49e+06,5.0e-09,6.63e-04,-11.20,0
2014HJ197,2099-04-11.47,29.78,1.24e+01,2.327,0.39232,6.54e+05,3.2e-09,7.10e-04,-11.40,0
2014HJ197,2099-04-15.88,19.18,8.82e+00,2.061,0.33406,1.96e+06,2.6e-09,7.06e-04,-11.50,0
2014HJ197,2099-10-14.38,24.84,9.64e+00,2.472,-1.04690,2.14e+06,5.1e-10,6.50e-04,-12.20,0
2014HJ197,2099-10-17.20,21.16,1.68e+01,1.202,-0.66204,4.54e+05,2.4e-08,6.64e-04,-10.60,0
2014HJ197,2099-10-17.72,20.13,9.93e+00,1.927,-0.64245,1.03e+06,5.1e-09,6.64e-04,-11.20,0
2014HJ197,2099-10-21.10,9.34,7.40e+01,0.113,0.00750,6.07e+05,1.1e-08,6.92e-04,-10.90,0
2014HJ197,2099-10-23.94,1.18,2.10e+00,0.084,-2.90487,6.35e+05,4.6e-09,6.09e-04,-11.30,0
2014HJ197,2100-04-10.08,28.97,2.65e+01,1.056,-0.66724,7.89e+05,1.1e-08,6.64e-04,-10.90,0
2014HJ197,2100-04-19.27,12.12,9.51e+01,0.117,1.18597,1.99e+05,1.3e-08,7.57e-04,-10.80,0
2014HJ197,2100-04-19.30,12.01,9.43e+01,0.117,1.18589,1.99e+05,1.3e-08,7.57e-04,-10.80,0
2014HJ197,2100-04-19.76,8.22,3.96e+01,0.182,-0.30797,1.05e+07,1.1e-09,6.79e-04,-11.90,0
2014HJ197,2100-10-03.49,83.35,4.49e+01,1.832,0.54131,1.39e+06,1.2e-09,7.18e-04,-11.80,0
2014HJ197,2100-10-08.97,43.17,1.81e+01,2.333,0.11708,5.05e+05,3.1e-09,6.96e-04,-11.40,0
2014HJ197,2100-10-10.81,32.71,1.10e+01,2.871,-1.08562,1.87e+06,1.7e-10,6.48e-04,-12.70,0
2014HJ197,2100-10-27.69,2.79,3.44e+01,0.052,-2.60429,3.86e+05,1.3e-09,6.13e-04,-11.90,0
2014HJ197,2101-04-19.03,0.55,3.20e+00,0.000,0.97842,3.95e+07,2.4e-09,7.43e-04,-11.50,0
2014HJ197,2101-10-04.53,79.33,3.35e+01,2.338,0.28025,1.77e+06,4.9e-10,7.04e-04,-12.20,0
2014HJ197,2101-10-14.32,26.09,9.71e+00,2.583,-1.04794,1.97e+06,4.1e-10,6.51e-04,-12.40,0
2014HJ197,2102-10-17.46,22.31,1.08e+01,1.967,-0.64980,9.48e+05,4.7e-09,6.64e-04,-11.30,0
2014HJ197,2103-10-14.87,37.94,1.59e+01,2.319,1.41814,6.16e+05,1.1e-09,7.72e-04,-11.90,0
2014HJ197,2103-10-14.94,37.76,1.93e+01,1.902,1.41749,6.81e+05,2.1e-09,7.72e-04,-11.60,0
2014HJ197,2103-10-16.28,23.61,2.34e+01,0.964,-0.91467,1.92e+07,4.4e-10,6.55e-04,-12.30,0
2014HJ197,2104-04-12.48,26.99,7.23e+00,3.596,0.14573,4.70e+05,1.4e-10,6.98e-04,-12.80,0
2014HJ197,2104-10-02.57,83.47,8.41e+01,0.981,0.81812,9.21e+05,2.8e-09,7.33e-04,-11.50,0
2014HJ197,2105-04-17.57,12.96,4.55e+00,2.630,-0.71610,3.31e+06,4.6e-10,6.62e-04,-12.30,0
2014HJ197,2105-04-18.29,11.56,1.01e+01,1.048,-0.65262,5.57e+06,3.7e-09,6.65e-04,-11.40,0
2014HJ197,2105-10-03.41,85.26,3.43e+01,2.454,0.55932,1.83e+06,3.1e-10,7.19e-04,-12.50,0
2014HJ197,2106-04-18.28,15.69,1.13e+01,1.297,0.68961,1.19e+06,1.1e-08,7.26e-04,-10.90,0
2014HJ197,2106-04-18.73,14.34,9.89e+00,1.349,0.68866,1.31e+06,1.1e-08,7.26e-04,-10.90,0
2014HJ197,2106-04-20.26,0.66,6.85e+00,0.000,0.44994,4.60e+06,1.4e-08,7.13e-04,-10.80,0
2014HJ197,2106-10-03.54,84.41,4.18e+01,1.994,0.55971,1.54e+06,8.7e-10,7.18e-04,-12.00,0
2014HJ197,2106-10-03.96,76.68,1.02e+02,0.742,0.27646,3.72e+05,9.6e-09,7.04e-04,-11.00,0
2014HJ197,2107-03-25.21,45.66,2.62e+01,1.704,-2.05019,1.64e+06,3.1e-10,6.23e-04,-12.50,0
2014HJ197,2107-04-07.51,32.12,1.36e+01,2.296,-1.21573,9.20e+05,1.2e-09,6.45e-04,-11.90,0
2014HJ197,2107-04-17.85,9.56,1.28e+01,0.670,0.79493,1.41e+07,1.5e-09,7.32e-04,-11.80,0
2014HJ197,2107-10-03.65,78.07,5.64e+01,1.366,0.56225,8.38e+05,3.5e-09,7.19e-04,-11.40,0
